#Open,Low,Volume,High
519.5,519,1280500,525.25
523.13,515.18,1597200,526.18
521.05,516.11,1296700,522.73
523.12,520.35,1839400,523.77
526.29,525.55,1956700,532.56
532.88,532.4,2206500,547.11
546.76,546.71,3244100,565.85
560.13,556.79,1784600,566.5
565.12,565,4768300,580.68
649,645,11164900,674.47
659.24,653.01,5860900,668.88
655.21,654.3,3377200,673
660.89,659,3929300,678.64
661.27,641,3029100,663.63
647,622.52,3625700,648.17
621,620.5,2675400,634.3
632.83,623.31,1727300,632.83
628.8,622.65,1575100,633.36
630,622.05,1474200,635.22
631.38,625.5,1706100,632.91
625.34,625.34,1304500,633.06
628.42,627.16,1490900,634.81
634.33,633.16,2334300,647.86
645,632.25,1572600,645.38
640.23,629.71,1403900,642.68
639.48,631.25,1809200,643.44
669.2,654.27,5029200,674.9
663.08,652.29,2936700,665
659.32,651.66,1810700,664.5
655.01,652.66,1072100,659.85
656.8,651.24,1051700,661.38
661.9,653.46,1456100,664
656.6,654.19,2131600,667
655.46,642.9,2855300,662.99
639.78,612.33,4265200,640.05
573,565.05,5770300,599.33
614.91,581.11,3538000,617.45
610.35,599.05,4235900,631.71
639.4,622,3491300,643.59
632.82,624.56,1978700,636.88
627.54,617.68,2176700,635.8
602.36,594.1,3702100,612.86
605.59,599.71,2575600,614.34
617,602.82,1759600,619.71
600,595.25,2089000,603.47
612.49,604.12,2279500,616.31
621.22,609.6,1702100,626.52
613.1,611.43,1905300,624.16
619.75,617.42,1373500,625.78
625.7,619.43,1702300,625.86
626.7,623.78,2084400,638.7
635.47,632.32,1286500,637.95
637.79,635.02,2274700,650.9
636.79,627.02,5133400,640
634.4,625.94,1788500,636.49
627,615.43,2562900,627.55
622.05,620,1470900,628.93
616.64,612.4,2240100,627.32
629.77,611,2174000,629.77
610.34,589.38,3127700,614.6
597.28,590.22,2309500,605
603.28,600.73,2413400,608.76
608.37,599.85,1867600,612.09
607.2,603.13,2684800,627.34
632,627,1803600,643.01
638.84,636.53,2166300,649.25
649.24,632.15,2092700,650.61
641.36,625.56,2182100,644.45
640,635.32,1648700,645.99
642.09,639.01,1275200,648.5
643.15,643.15,1807700,657.81
653.21,648.85,1415500,659.39
654.66,654.46,1885700,663.13
664.11,657.2,1611100,664.97
661.18,659.58,1477300,666.82
664.04,644.2,2490000,664.72
654.15,641.73,1791100,655.87
646.7,644.01,4071000,657.8
727.5,701.5,6653900,730
701.55,701.26,2716600,719.15
707.38,704.55,2245800,713.62
707.33,703.08,2178900,712.98
710.5,710.01,1456000,718.26
715.73,710.05,1908800,718
711.06,705.85,1886300,721.62
718.86,714.72,1565400,724.65
722,721.9,1706700,733.1
729.47,729.47,1861600,739.48
731.5,727.01,1511600,735.41
730.2,719.43,2069800,734.71
724.4,718.5,1608000,730.59
732.46,730.23,1366400,741
731,728.65,1837200,737.8
729.17,716.73,2075500,731.15
715.6,711.33,1905900,729.49
729.29,723.03,1510900,731.84
727.58,727,1684300,741.41
738.74,737.43,1327100,742
746.53,743,2212300,757.92
757.45,751.82,1414500,762.71
752,737.63,2333100,755.28
748.14,746.06,1122100,752
748.46,747.49,838500,753.41
748.81,741.27,2097600,754.93
747.11,746.7,2134600,768.95
768.9,758.96,2230400,775.96
766.01,745.63,2590600,768.99
753.1,750,2757300,768.49
767.77,755.09,1812300,768.73
757.89,754.2,1829500,764.8
759.17,737,2700000,764.23
752.85,743.83,1984900,755.85
741.16,736.75,2224400,745.71
741.79,724.17,2412500,748.73
753,743.01,2666200,758.08
750,739.43,1993300,760.59
762.42,749,1553400,762.68
746.51,738.15,3148700,754.13
746.13,740,1525700,750
751.65,745.53,1365400,754.85
753.47,744,1565900,754.21
749.55,746.62,527200,751.35
752.92,749.52,1515300,762.99
766.69,766.43,1765000,779.98
776.6,766.9,1293300,777.6
769.5,758.34,1489600,769.5
743,731.26,3272800,744.06
746.45,738.64,1950700,752
730,728.92,1947000,747.18
730.31,719.06,2963700,738.5
731.45,713,2450900,733.23
716.61,703.54,2090600,718.85
721.68,717.32,2024500,728.75
730.85,698.61,2501700,734.74
705.38,689.1,2225800,721.92
692.29,685.37,3592400,706.74
703.3,693.41,2268100,709.98
688.61,673.26,3445000,706.85
702.18,694.46,2412200,719.19
723.6,720.12,2011800,728.13
723.58,710.01,1711700,729.68
713.85,706.48,1331700,718.28
713.67,694.39,2194200,718.23
722.22,712.35,2676400,733.69
731.53,726.8,3474300,744.99
750.46,743.27,5139200,757.86
784.5,764.65,6348100,789.87
770.22,720.5,6171000,774.5
722.81,701.86,5168700,727
703.87,680.15,5105700,703.99
667.85,663.06,4247400,684.03
672.32,668.77,3608900,699.9
686.86,682.13,2638000,701.31
675,668.87,3024000,689.35
690.26,678.6,2141400,693.75
692.98,685.05,2520000,698
698.09,691.38,2492600,709.75
710,696.03,1883200,712.35
695.03,694.05,1589300,703.08
707.45,702.51,1949800,713.24
701.45,693.58,2009300,708.4
688.92,680.78,1963600,700
700.01,690.59,1642200,705.98
708.58,700.86,2243500,713.43
700.32,697.68,2481100,710.89
703.62,699.77,2151400,718.81
719,712,1629000,720
718.68,706.02,1958000,719.45
714.99,706.02,1972100,716.49
706.9,686.9,2985100,708.09
688.59,685.34,2076300,703.79
698.47,694,1421500,705.68
708.12,703.36,2833500,716.44
720,717.13,1970800,726.92
726.81,725.15,1718300,735.5
726.92,724.77,1721000,732.29
726.37,724.51,1624400,737.47
736.45,736,1860800,743.07
741.86,731.83,2980700,742
736.5,733.52,1836500,742.5
737.46,737.46,1269700,745
742.36,736.15,1432100,745.72
732.01,731,1594900,737.75
736.79,732.5,1301300,738.99
734.59,728.76,1903800,747.25
750.1,748.74,1782400,757.88
749.25,740.94,1718800,750.85
738.6,737,1576700,750.34
750.06,742.43,1134200,752.8
738,735.37,1132300,742.8
735.77,735.56,1053700,746.24
745.37,736.28,1453200,747
743.97,735.55,1290800,745.45
743.02,736.05,1220100,745
738,731.01,1353000,743.83
749.16,744.26,1707100,754.38
754.01,752.71,1135300,757.31
753.98,752.69,1809300,761
760.46,757.3,1556000,768.05
769.51,749.33,2030500,769.9
758,750.01,1529200,758.13
755.38,749.55,3060500,760.45
726.3,713.61,5951900,736.12
716.1,715.59,1959200,723.93
725.42,703.03,2744600,725.77
707.29,692.36,3098600,708.98
708.26,689.55,2867300,714.17
690.7,689,2487700,697.62
697.63,691,1645300,700.64
696.87,692,1543800,697.84
690.49,689.01,1693500,699.75
697.7,695.72,1683500,702.32
698.38,698.11,1826100,711.86
712,710,1510300,718.71
716.75,715.72,1569600,723.5
723.41,712.8,1692100,724.48
717.06,709,1360700,719.25
711.93,709.26,1314500,716.66
709.13,705.65,1317100,718.48
715.99,704.11,2001200,721.52
703.67,700.63,1766800,711.6
702.36,696.8,1670200,706
701.62,700.52,1828400,714.58
706.53,704.18,1330700,711.48
706.86,706.86,1929500,720.97
720.76,719.71,1629200,727.51
722.87,720.28,1576300,728.33
724.01,724,1974000,733.94
731.74,731.26,2129500,739.73
734.53,730.66,1253600,737.21
732.5,724.17,1341800,733.02
729.27,720.56,1226300,729.49
724.91,714.61,1565300,724.91
719.84,716.55,1336200,721.98
723.96,720.58,1583700,728.57
722.87,722.34,988900,729.54
719.47,716.43,1216400,725.89
716.51,716.51,1258900,725.44
716.48,713.12,1306100,722.47
719,717.31,1214500,722.98
714.91,703.26,1982500,716.65
708.65,688.45,3402400,708.82
698.77,693.41,2082500,702.48
698.4,692.01,1465600,702.77
699.06,693.08,1184300,700.86
697.45,687,2171400,701.95
675.17,673.45,4449000,689.4
671,663.28,2629000,672.3
678.97,673,2173800,680.33
683,681.41,1932600,687.43
685.47,683.65,1597700,692.32
692.2,692.13,1344700,700.65
696.06,688.88,1462600,696.94
689.98,689.09,1411900,701.68
698.08,688.22,1304200,698.2
699.5,696.43,1575200,705.71
708.05,707.24,1111800,716.51
719.12,715.91,1336900,722.94
723.62,716.85,935900,724
721.58,718.03,950200,722.21
725.73,719.05,1279300,725.74
722.71,721.19,1295500,736.13
729.89,729,1227500,736.99
737.33,737.1,1289700,742.13
740.36,735.83,1026300,741.69
741.86,736.56,1259800,743.24
740.67,737.5,1032400,742.61
739.04,734.27,1186700,741.69
738.28,737,1512500,744.46
747.04,739.3,3530200,748.65
772.71,766.77,3841500,778.55
761.09,761.09,2700500,780.43
768.69,767.85,1784500,775.84
767.18,766.82,1287400,773.21
772.22,768.79,1140300,774.07
773.78,772.34,1801200,783.04
782,778.09,1107900,782.63
781.1,780.57,1318900,788.94
783.75,782.78,786400,786.81
785,782.97,975100,789.75
781.5,780.4,740500,783.4
783.75,780.11,938200,787.49
780.3,773.44,1028000,780.98
777.32,773.53,924200,780.81
780.01,777,719400,782.86
775,773.13,861500,777.1
773.27,770.05,951400,774.54
775.48,771.78,928200,776.44
770.58,767.07,1072000,774.5
767,763.18,926900,771.89
769,765.85,1166700,776.08
768.74,766.61,847600,774.99
769.33,766.84,1130000,774.47
767.01,765.38,1248600,769.09
769.25,764.3,925100,771.02
773.01,768.41,1072700,773.92
773.45,771,1442800,782
780,776.2,893700,782.73
778.59,773.58,1270300,780.35
770.1,759.66,1885500,773.24
755.13,754,1311000,770.29
764.48,755.8,1395000,766.22
759.61,759.11,1087400,767.68
762.89,759.96,1305100,773.8
769.75,764.66,2049300,769.75
772.42,764.44,1172800,774
769,768.53,978600,773.33
772.66,768.3,1167800,777.16
780,778.44,1486200,789.85
786.59,784.15,1411900,788.93
782.74,773.07,1533200,782.74
775.5,774.31,1153200,785.99
777.85,774.97,1109800,781.81
781.44,774.23,1314700,785.8
776.33,774.09,1585300,780.94
774.25,769.5,1278800,776.07
776.03,772.89,1201400,778.71
779.31,775.65,1461200,782.07
779,775.54,1070700,780.48
779.66,770.75,933200,779.66
777.71,775.87,1174900,789.38
786.66,780.58,1372500,792.28
783.76,782.06,937400,788.13
781.22,773,1365300,781.22
781.65,776,852500,783.95
779.8,777.5,1093000,785.85
787.85,785.57,2056900,801.61
798.24,798.03,1766800,804.6
803.3,796.03,1757500,803.97
795,794,1266200,799.5
804.9,804.82,1697500,815.18
816.68,805.14,1576400,816.68
806.34,796.32,1647700,806.98
801,791.5,2749200,803.49
808.35,793.59,4269900,815.49
795.47,784,2427300,796.86
782.89,775.54,2406400,789.49
778.2,763.45,1872400,781.65
767.25,759.03,1943200,769.95
750.66,750.56,2134800,770.36
774.5,772.55,1585100,785.19
783.4,780.19,1366900,795.63
779.94,771.67,2607100,791.23
791.17,752.18,4745200,791.17
756.54,750.38,2431800,760.78
755.6,727.54,3654400,757.85
746.97,746.97,2384000,764.42
755.2,750.51,1472600,766.36
766.92,764.23,1304000,772.7
771.37,760,1547100,775
762.61,760.6,1330600,769.7
772.63,767,1593100,776.96
767.73,755.25,1478400,768.28
764.26,760.52,587400,765
760,759.8,2188200,779.53
771.53,768.24,1616600,778.5
770.07,754.83,2392900,772.99
757.44,737.03,3017900,759.85
744.59,743.1,1452500,754
757.71,752.9,1394200,763.9
764.73,757.34,1690700,768.83
761,755.8,1761000,771.36
772.48,767.23,1488100,778.18
780,779.02,1821900,789.43
785.04,784.35,2104100,791.25
793.9,793.34,2145200,804.38
797.4,794.01,1704200,804
797.34,792.92,1626500,803
800.4,790.29,2443800,800.86
790.22,786.27,1232100,797.66
796.76,793.27,951000,798.65
795.84,787.1,1211300,796.68
792.36,788.58,972200,793.32
790.9,787.28,623400,792.74
790.68,787.66,789100,797.86
793.7,783.2,1153800,794.23
783.33,778.92,744300,785.93
782.75,770.41,1770000,782.78
778.81,775.8,1657300,789.63
788.36,783.16,1073000,791.34
786.08,785.02,1335200,794.48
795.26,792.2,1640200,807.9
806.4,802.83,1272400,809.97
807.86,803.51,1176800,809.13
805,801.37,1065900,808.15
807.14,799.17,1353100,807.39
807.48,806.69,1099200,811.22
807.08,800.37,1362100,807.14
805.81,800.99,1294400,806.21
805.12,801.8,919300,809.48
806.91,801.69,1670000,806.91
807.25,803.74,1963600,820.87
822.3,817.82,1474000,825.9
829.62,825.06,1494500,835.77
837.81,827.01,2973900,838
834.71,820.44,2965800,841.95
814.66,799.8,3246600,815.84
796.86,790.52,2160600,801.25
